"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"frame",242.639414709497,242.639414709497,1,308.174943577498,1.28293628369856,0.258234271372517
"choice",50.2219465504038,50.2219465504038,1,278.874029532431,0.265544481075442,0.606744589989371
"question",676.658146642674,338.329073321337,2,189.381290470259,1.78888761545081,0.169958717579042
"frame:choice",575.578831141584,575.578831141584,1,286.619478661351,3.04332652419409,0.0821415390423455
