"contrast","choice","estimate","SE","df","t.ratio","p.value"
"gain - loss","0",12.1796042414908,4.67243018655364,248.496680114583,2.60669582106145,0.00969454596311885
"gain - loss","1",0.511955789016364,4.43705204053508,250.842395897509,0.115381966300901,0.908234682621319
