"contrast","frame","estimate","SE","df","t.ratio","p.value"
"choice0 - choice1","gain",5.85419433222322,3.50212038164396,313.830000952363,1.67161424915815,0.0955971568545222
"choice0 - choice1","loss",-3.02814654870804,3.45417149284182,237.644401219418,-0.876663638439306,0.381554680361453
