"term","estimate","std.error","statistic","p.value","conf.low","conf.high","question","task","term.1","estimate.1","std.error.1","statistic.1","p.value.1","conf.low.1","conf.high.1","question.1","task.1","term.2","estimate.2","std.error.2","statistic.2","p.value.2","conf.low.2","conf.high.2","question.2","task.2"
"(Intercept)",0.315789473685034,0.331132816486127,-3.48101865036403,0.000499510708693146,0.158050736676919,0.586065582832423,"Disease","follow-up","(Intercept)",0.3571428571439,0.368393892439052,-2.79488731575152,0.00519178082565953,0.164991820311735,0.711199989391197,"Painting","follow-up","(Intercept)",0.56521739130436,0.346988939291129,-1.64427390577109,0.100119636854841,0.278302424533365,1.09924318321689,"Virus","follow-up"
"frameloss",17.8124999999535,0.506824586204276,5.68224300165564,1.32939590677637e-08,6.91497053069642,51.1010030361418,"Disease","follow-up","frameloss",4.86315789472257,0.467598825431952,3.38257479157941,0.000718097214469058,1.99602680753214,12.6163164676766,"Painting","follow-up","frameloss",5.89743589742379,0.580575292411958,3.05648153819876,0.00223951271538816,1.97754235476286,19.7104613566446,"Virus","follow-up"
