"contrast","choice","estimate","SE","df","t.ratio","p.value"
"gain - loss","2",2.32924192127044,2.73029905198707,1194.25339551765,0.853108717001255,0.393770082719219
"gain - loss","0",12.4985593511272,2.3569651098231,925.377753280626,5.30281899338987,1.42678405470277e-07
"gain - loss","1",1.87865107654507,2.36927647243691,935.253122216607,0.792921846985963,0.428024455132869
